<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTCUSD;D;20140831;000000;495.2614900;509.9829600;490.5000000;509.9829600;6
BTCUSD;D;20140901;000000;490.0100000;490.0100000;490.0100000;490.0100000;0
BTCUSD;D;20140902;000000;524.7693900;524.7693900;524.7693900;524.7693900;0
BTCUSD;D;20140904;000000;475.0015600;475.0065100;475.0008100;475.0065100;3
BTCUSD;D;20140906;000000;524.7700000;524.7700000;524.7700000;524.7700000;0
BTCUSD;D;20140907;000000;500.0000000;500.0000000;480.0000100;480.0000100;1
BTCUSD;D;20140908;000000;524.7700000;524.7700000;465.0014300;488.7671100;41
BTCUSD;D;20140909;000000;465.0041500;475.0000000;465.0041500;475.0000000;1
BTCUSD;D;20140910;000000;475.0000100;475.0000100;475.0000100;475.0000100;0
BTCUSD;D;20140911;000000;475.0001300;475.0001300;475.0000000;475.0000000;1
BTCUSD;D;20140913;000000;474.7699900;474.7700000;474.7699900;474.7700000;0
BTCUSD;D;20140914;000000;490.0000000;490.0000000;490.0000000;490.0000000;0
BTCUSD;D;20140915;000000;475.0000100;475.0000100;465.0078100;465.0078100;3
BTCUSD;D;20140916;000000;499.9893300;527.9998700;465.0000000;465.0000100;3
BTCUSD;D;20140917;000000;465.0000100;465.0000100;445.0000100;445.0000100;5
BTCUSD;D;20140918;000000;455.9999900;503.1814700;400.0000000;503.1814700;18
BTCUSD;D;20140919;000000;400.0000000;400.0000000;375.9362100;375.9362100;2
BTCUSD;D;20140920;000000;466.6660000;466.6660000;385.0000100;385.0000100;0
BTCUSD;D;20140921;000000;450.0000000;450.0000000;385.0100100;385.0100100;1
BTCUSD;D;20140922;000000;424.9978400;425.0000000;295.0000000;404.8290100;24
BTCUSD;D;20140923;000000;425.0000000;452.9999900;420.0100100;420.0100100;8
BTCUSD;D;20140924;000000;420.0200100;449.1800000;412.3363700;433.1517800;3
BTCUSD;D;20140925;000000;413.0000100;415.0000000;397.0000000;397.0000000;5
BTCUSD;D;20140928;000000;446.0213400;449.9979500;387.6258400;390.0000000;11
BTCUSD;D;20140929;000000;393.9998200;393.9998200;370.0054500;370.9449100;1
BTCUSD;D;20140930;000000;370.1167000;393.2165700;370.1167000;380.0200100;7
BTCUSD;D;20141001;000000;390.0000000;390.0000000;390.0000000;390.0000000;2
BTCUSD;D;20141002;000000;380.0500500;380.0500500;370.1000100;370.1100200;0
BTCUSD;D;20141003;000000;389.5134200;389.9799900;355.0000000;355.0000000;20
BTCUSD;D;20141004;000000;359.9799700;369.6289000;322.1118600;322.1118600;38
BTCUSD;D;20141005;000000;315.1514800;330.0000000;273.3256400;330.0000000;19
BTCUSD;D;20141006;000000;320.0000100;349.8451300;300.0000000;349.8451300;53
BTCUSD;D;20141007;000000;315.0611900;341.7060200;315.0611900;341.7060200;0
BTCUSD;D;20141008;000000;348.9594900;370.0000000;348.9594900;370.0000000;10
BTCUSD;D;20141009;000000;335.4684800;399.9960000;335.1617900;370.1900200;28
BTCUSD;D;20141010;000000;366.9999900;378.9899900;355.5917000;355.5917000;8
BTCUSD;D;20141011;000000;378.8295700;378.9999900;357.1751600;357.1787400;0
BTCUSD;D;20141012;000000;359.5320200;379.9700000;352.8341300;379.9700000;17
BTCUSD;D;20141013;000000;370.1039200;400.0000000;370.1002100;400.0000000;21
BTCUSD;D;20141014;000000;400.0000000;418.9899800;395.2782300;411.2554500;30
BTCUSD;D;20141015;000000;395.0433200;400.3091300;385.4771200;400.3091300;11
BTCUSD;D;20141016;000000;398.3875200;398.3875200;374.6100300;389.1436500;16
BTCUSD;D;20141017;000000;385.8576000;385.8576000;376.7306700;381.0105000;0
BTCUSD;D;20141018;000000;371.0037300;395.7919300;371.0037300;395.7919300;1
BTCUSD;D;20141020;000000;391.2417600;391.2417600;391.2417600;391.2417600;0
BTCUSD;D;20141021;000000;390.5752300;391.5811100;371.0000100;391.5811100;10
BTCUSD;D;20141022;000000;391.5811100;393.4923400;371.3784300;388.7053200;2
BTCUSD;D;20141023;000000;374.0000000;374.0000000;365.0000000;368.6395500;12
BTCUSD;D;20141024;000000;368.3656400;373.6907200;355.0000000;373.3481900;8
BTCUSD;D;20141025;000000;363.0000100;363.0000100;355.0000000;359.5117200;8
BTCUSD;D;20141026;000000;360.0000000;384.7190500;360.0000000;362.5000000;6
BTCUSD;D;20141027;000000;368.1541200;368.1541200;364.3000000;364.3000000;0
BTCUSD;D;20141028;000000;352.0102400;365.1252100;352.0102400;365.1252100;1
BTCUSD;D;20141029;000000;350.0000100;350.0000100;335.0098700;335.0656500;9
BTCUSD;D;20141030;000000;335.0016700;350.0000000;335.0000000;346.0208400;8
BTCUSD;D;20141031;000000;344.2900000;347.9500000;344.2900000;347.9500000;0
BTCUSD;D;20141101;000000;340.0920900;340.1534600;320.0000100;320.0000100;6
BTCUSD;D;20141102;000000;320.0000100;325.1884300;320.0000100;323.9395900;0
BTCUSD;D;20141103;000000;325.1884300;325.1884300;325.0000000;325.0000000;5
BTCUSD;D;20141104;000000;325.0000000;330.0000000;325.0000000;325.0000000;17
BTCUSD;D;20141105;000000;329.9967000;348.2046700;328.2046700;328.2046700;10
BTCUSD;D;20141106;000000;349.1749000;349.1749000;348.0000000;348.0000000;0
BTCUSD;D;20141107;000000;333.0000000;348.0000000;333.0000000;347.0786900;7
BTCUSD;D;20141108;000000;341.0860700;349.9968100;330.1623500;349.9968100;5
BTCUSD;D;20141109;000000;347.6706500;350.0000000;338.6609200;350.0000000;19
BTCUSD;D;20141110;000000;350.0491500;370.0000000;350.0491500;355.0000000;4
BTCUSD;D;20141111;000000;367.0000000;372.6318200;360.5175300;371.6966900;5
BTCUSD;D;20141112;000000;383.3381200;430.3598800;379.9900000;423.4820200;219
BTCUSD;D;20141113;000000;423.2820800;450.0000000;380.0000000;415.0000100;66
BTCUSD;D;20141114;000000;415.0000000;417.7709500;395.0000000;395.0000000;23
BTCUSD;D;20141115;000000;385.7842300;385.7842300;378.9718800;379.9900000;11
BTCUSD;D;20141116;000000;394.9999900;394.9999900;379.5569700;380.0000000;2
BTCUSD;D;20141117;000000;394.9990000;414.2625300;376.0026000;400.0000000;25
BTCUSD;D;20141118;000000;390.0000000;395.0000000;370.3913400;375.0244500;13
BTCUSD;D;20141119;000000;392.9575200;392.9575200;375.3357400;389.9979900;1
BTCUSD;D;20141120;000000;389.9979700;389.9979700;354.3291100;354.3819400;67
BTCUSD;D;20141121;000000;350.4052200;360.0000000;342.6599500;360.0000000;2
BTCUSD;D;20141122;000000;360.0000000;369.9999900;360.0000000;369.9999900;4
BTCUSD;D;20141123;000000;360.0000000;370.0000000;360.0000000;370.0000000;5
BTCUSD;D;20141124;000000;370.0000000;385.0000100;370.0000000;372.0000100;11
BTCUSD;D;20141125;000000;389.9900000;390.0000000;376.0000000;376.0000000;10
BTCUSD;D;20141126;000000;372.0000000;389.9438100;366.4212000;372.8726800;19
BTCUSD;D;20141127;000000;385.6877500;385.6877500;365.0144100;376.9007100;2
BTCUSD;D;20141128;000000;380.0000000;387.0000000;360.5232300;387.0000000;23
BTCUSD;D;20141129;000000;386.9990000;387.0000000;379.0851900;379.0851900;4
BTCUSD;D;20141130;000000;386.3195700;386.3195700;386.3195700;386.3195700;0
BTCUSD;D;20141201;000000;385.3538700;386.7440000;370.1318100;374.0259400;4
BTCUSD;D;20141202;000000;380.0000000;386.1542700;372.9099400;375.0971000;5
BTCUSD;D;20141203;000000;375.2908900;384.8836800;371.4560600;380.0000000;23
BTCUSD;D;20141204;000000;380.0000000;380.0000000;364.7189100;379.7482900;4
BTCUSD;D;20141205;000000;379.7482600;380.0000000;375.1858800;375.1858900;5
BTCUSD;D;20141206;000000;375.1858800;394.5900000;367.0000200;374.0000000;34
BTCUSD;D;20141207;000000;374.0000000;389.9769200;370.4313300;373.0700000;0
BTCUSD;D;20141208;000000;374.5600000;376.0599900;360.2939900;375.9988800;5
BTCUSD;D;20141209;000000;362.5800000;375.9171400;342.4602700;345.4851400;7
BTCUSD;D;20141210;000000;346.8700000;357.5000000;345.5561300;345.5561300;0
BTCUSD;D;20141211;000000;345.4975400;372.1221900;342.5016200;372.1221900;1
BTCUSD;D;20141212;000000;359.9999900;360.0000000;346.7714900;360.0000000;1
BTCUSD;D;20141213;000000;359.9992100;359.9992100;350.0000000;352.0000000;33
BTCUSD;D;20141214;000000;351.3900000;358.9772800;350.0000000;350.0000000;1
BTCUSD;D;20141215;000000;350.0000200;358.9814900;342.0358000;342.0358000;23
BTCUSD;D;20141216;000000;358.9153600;358.9153600;330.0900000;330.0900000;4
BTCUSD;D;20141217;000000;330.0175100;355.3263200;315.0200300;329.9915900;30
BTCUSD;D;20141218;000000;332.1690600;365.0000000;310.0000000;311.0076100;26
BTCUSD;D;20141219;000000;320.0000000;368.1187200;310.0334800;349.9843000;3
BTCUSD;D;20141220;000000;348.9923200;348.9923200;330.9999900;330.9999900;4
BTCUSD;D;20141221;000000;330.9999500;334.6402200;319.6729800;325.0100000;39
BTCUSD;D;20141222;000000;325.2649400;327.0619700;325.2649400;327.0619700;1
BTCUSD;D;20141223;000000;342.0762100;342.0762100;329.9161200;338.7473800;1
BTCUSD;D;20141224;000000;338.5533800;338.5533800;320.3803700;320.3803700;4
BTCUSD;D;20141226;000000;320.4792100;320.4792100;320.4792100;320.4792100;0
BTCUSD;D;20141227;000000;320.0413600;320.0413600;313.3743300;319.0000000;4
BTCUSD;D;20141228;000000;319.0000000;320.0413600;313.0101700;313.0101700;2
BTCUSD;D;20141229;000000;321.0000000;325.0000000;313.9999900;314.7600100;30
BTCUSD;D;20141230;000000;338.9529200;338.9529200;313.0000000;313.0000000;5
BTCUSD;D;20141231;000000;319.1346000;319.1378000;315.4633400;319.1378000;10
BTCUSD;D;20150101;000000;314.0286800;324.9978700;314.0286800;324.9970300;0
BTCUSD;D;20150102;000000;313.1784900;320.0000000;313.1784900;315.3040300;9
BTCUSD;D;20150103;000000;315.3001000;319.9338000;281.5055600;281.5055600;56
BTCUSD;D;20150104;000000;287.5338000;297.4762200;265.8690700;265.8690700;22
BTCUSD;D;20150105;000000;269.2551800;280.0000000;252.3155400;274.4700800;67
BTCUSD;D;20150106;000000;260.0000100;293.6602500;260.0000100;281.1511300;3
BTCUSD;D;20150107;000000;269.0000100;299.9997300;269.0000100;299.9997300;8
BTCUSD;D;20150108;000000;290.0000100;290.0000100;283.5253200;283.5253200;8
BTCUSD;D;20150109;000000;290.0000000;299.9851600;282.9968900;299.9851600;8
BTCUSD;D;20150110;000000;288.0000000;296.0000000;274.7275000;277.7800000;49
BTCUSD;D;20150111;000000;269.1306900;269.1524400;265.0000000;265.0000000;7
BTCUSD;D;20150112;000000;267.0000000;292.0000000;263.0200300;265.0573700;54
BTCUSD;D;20150113;000000;268.0000000;268.0000000;215.0901000;216.0000100;201
BTCUSD;D;20150114;000000;218.0100000;230.9919000;175.0000000;175.0000000;222
BTCUSD;D;20150115;000000;175.0000000;236.4658900;175.0000000;218.9994000;117
BTCUSD;D;20150116;000000;209.0300300;219.0000000;195.2000100;213.3624300;45
BTCUSD;D;20150117;000000;198.0000000;202.1725000;196.0000000;200.0000000;9
BTCUSD;D;20150118;000000;200.0000000;220.0000000;199.4958500;219.9754000;31
BTCUSD;D;20150119;000000;206.1301500;213.0000000;206.0000000;211.0100000;8
BTCUSD;D;20150120;000000;211.0000000;219.8438400;208.3950000;219.8188200;5
BTCUSD;D;20150121;000000;206.1010700;225.9083600;206.1010600;224.4850000;47
BTCUSD;D;20150122;000000;225.0100100;241.0199500;225.0100100;228.0256100;26
BTCUSD;D;20150123;000000;228.3432000;231.2364700;222.6761000;228.0428600;10
BTCUSD;D;20150124;000000;228.0226200;251.3638100;228.0226200;248.3225000;114
BTCUSD;D;20150125;000000;250.8409900;257.0600000;241.2847800;257.0600000;41
BTCUSD;D;20150126;000000;258.0000000;307.0450000;250.0392300;270.0000000;87
BTCUSD;D;20150127;000000;248.0734800;269.1029700;205.0000200;250.8468600;59
BTCUSD;D;20150128;000000;248.3984500;279.9999800;225.0159300;247.9952700;67
BTCUSD;D;20150129;000000;245.0000000;245.0000000;222.2774100;231.8297600;36
BTCUSD;D;20150130;000000;235.0100000;239.3606900;220.0010300;220.0010300;55
BTCUSD;D;20150131;000000;229.9821500;239.9808300;216.6899800;216.6899800;13
BTCUSD;D;20150201;000000;216.1476200;239.9826100;210.0063500;239.9826100;5
BTCUSD;D;20150202;000000;239.9615300;239.9615300;223.9399000;228.0000000;5
BTCUSD;D;20150203;000000;240.0000000;246.9323500;231.9599500;235.4506600;18
BTCUSD;D;20150204;000000;228.0000000;228.8952900;221.8502400;228.8952900;15
BTCUSD;D;20150205;000000;222.0000000;222.5325900;215.2500000;217.0000000;17
BTCUSD;D;20150206;000000;217.0000000;225.0000000;215.0000000;221.9156000;12
BTCUSD;D;20150207;000000;218.4406200;231.5766400;218.4406200;229.6599500;2
BTCUSD;D;20150208;000000;229.0000000;229.2314000;218.8069500;229.2314000;14
BTCUSD;D;20150209;000000;218.4485100;228.9564300;215.0000000;221.2000000;17
BTCUSD;D;20150210;000000;219.0100000;221.9150000;215.0000100;215.0100000;3
BTCUSD;D;20150211;000000;215.0101500;215.0101500;205.0000000;207.2000000;6
BTCUSD;D;20150212;000000;219.3000000;223.9999900;219.3000000;223.9999900;3
BTCUSD;D;20150213;000000;223.9999900;240.0000000;207.0000000;232.8028200;59
BTCUSD;D;20150214;000000;233.0000000;250.0000000;228.0000000;250.0000000;44
BTCUSD;D;20150215;000000;234.7096500;264.7966300;228.0000000;235.2728000;49
BTCUSD;D;20150216;000000;230.9000000;250.6575600;227.6674000;250.6575600;27
BTCUSD;D;20150217;000000;232.4175400;249.9829400;230.2961800;249.9829400;7
BTCUSD;D;20150218;000000;239.0455700;239.7600000;230.3001300;236.0000100;15
BTCUSD;D;20150219;000000;237.9000000;244.0550000;237.9000000;240.1000000;6
BTCUSD;D;20150220;000000;242.1109900;248.5000000;240.0902800;240.0902800;40
BTCUSD;D;20150221;000000;240.1203100;240.1203100;240.1203100;240.1203100;0
BTCUSD;D;20150222;000000;247.4361400;247.4361400;235.0000000;235.0000000;21
BTCUSD;D;20150223;000000;235.1100000;239.9000000;234.0800100;236.1201000;28
BTCUSD;D;20150224;000000;237.9642700;238.0000000;237.9442700;238.0000000;1
BTCUSD;D;20150225;000000;240.1830000;240.1830000;237.0155200;237.0155200;6
BTCUSD;D;20150226;000000;237.0565200;239.6350700;235.0000000;239.6350700;23
BTCUSD;D;20150227;000000;239.6040300;259.4169200;237.9975000;247.0522400;123
BTCUSD;D;20150228;000000;247.0503900;255.7488800;244.0000100;250.1100000;45
BTCUSD;D;20150301;000000;250.1100000;261.4978000;240.0057600;249.8934400;23
BTCUSD;D;20150302;000000;254.9018100;279.9979800;250.0685300;271.3670200;54
BTCUSD;D;20150303;000000;278.0000000;280.0947000;264.6879400;276.4524800;25
BTCUSD;D;20150304;000000;276.5239400;285.7304800;267.3200000;274.7907300;38
BTCUSD;D;20150305;000000;272.3273600;278.6080400;265.1700100;272.1975300;15
BTCUSD;D;20150306;000000;269.6512200;275.4619000;260.0000500;260.0000500;11
BTCUSD;D;20150307;000000;270.0000000;270.0000000;269.8985600;269.9342300;0
BTCUSD;D;20150308;000000;279.9801100;279.9957500;270.0762200;270.0762200;4
BTCUSD;D;20150309;000000;270.1277400;297.5074400;270.1277400;296.9998300;19
BTCUSD;D;20150310;000000;287.2091000;299.9990000;287.2091000;291.0000000;29
BTCUSD;D;20150311;000000;291.0000000;299.9392600;289.0000000;295.6975000;37
BTCUSD;D;20150312;000000;296.9374800;296.9374800;289.3671000;290.2760600;8
BTCUSD;D;20150313;000000;290.0353800;293.0000000;272.0000000;286.9908900;78
BTCUSD;D;20150314;000000;277.5300500;288.6289500;272.6389300;282.3276700;54
BTCUSD;D;20150315;000000;287.2500000;288.0000000;281.5107100;288.0000000;0
BTCUSD;D;20150316;000000;288.0000000;294.4440200;287.9999900;294.4419700;33
BTCUSD;D;20150317;000000;293.9954300;294.9603300;284.0000000;288.1992000;18
BTCUSD;D;20150318;000000;283.3706100;283.3706500;250.0000200;257.4799900;38
BTCUSD;D;20150319;000000;253.4492000;280.8699600;253.4492000;255.0000100;6
BTCUSD;D;20150320;000000;270.0000000;272.4863200;256.0338800;272.4863200;1
BTCUSD;D;20150321;000000;261.6745700;261.6745700;259.6825200;259.6825200;0
BTCUSD;D;20150322;000000;258.0598000;271.3400000;258.0598000;271.3400000;18
BTCUSD;D;20150323;000000;271.9989900;271.9990100;263.0000100;266.5778500;9
BTCUSD;D;20150324;000000;263.7118900;263.7340400;245.0000100;247.0000000;29
BTCUSD;D;20150325;000000;247.0400800;250.9996400;237.6850000;250.9780900;10
BTCUSD;D;20150326;000000;250.5000000;268.9999800;250.0480700;251.8985000;14
BTCUSD;D;20150327;000000;248.5799200;252.0000000;242.8762900;252.0000000;1
BTCUSD;D;20150328;000000;247.8074300;255.6995500;247.8074300;252.5000000;2
BTCUSD;D;20150329;000000;250.9997300;250.9997300;240.4375100;243.5883600;4
BTCUSD;D;20150330;000000;246.0246800;268.9995900;240.1879100;268.9995900;5
BTCUSD;D;20150331;000000;249.9373200;259.9900400;244.4219800;244.4219800;1
BTCUSD;D;20150401;000000;248.7999600;249.2422400;241.0575100;242.9755100;18
BTCUSD;D;20150402;000000;247.5900000;255.9300000;240.0000000;253.0000000;20
BTCUSD;D;20150403;000000;251.1968700;256.0000000;249.3724100;252.8990400;3
BTCUSD;D;20150404;000000;255.0000000;255.0000000;249.5200400;249.5550600;9
BTCUSD;D;20150405;000000;253.7526700;259.9947600;253.7526700;259.9947600;1
BTCUSD;D;20150406;000000;261.0000000;262.4245000;253.0110100;254.4199900;12
BTCUSD;D;20150407;000000;253.0560200;256.8793800;246.5100100;248.8473500;26
BTCUSD;D;20150408;000000;248.8473500;258.2393300;244.3875000;249.4569200;14
BTCUSD;D;20150409;000000;245.5000000;249.4473800;239.9625000;249.2678400;8
BTCUSD;D;20150410;000000;241.0000000;245.8500000;232.8464800;242.4925600;38
BTCUSD;D;20150411;000000;242.4924000;242.4924000;230.7582100;232.5832000;24
BTCUSD;D;20150412;000000;234.0494600;239.9999900;234.0494600;239.9997800;19
BTCUSD;D;20150413;000000;239.9997200;239.9999900;223.5420000;227.9352700;21
BTCUSD;D;20150414;000000;227.9352700;231.8467300;216.5002900;221.9796200;41
BTCUSD;D;20150415;000000;221.8890000;224.0000100;219.6609800;220.1088500;12
BTCUSD;D;20150416;000000;227.8551800;234.7035900;223.3663100;233.5998700;9
BTCUSD;D;20150417;000000;229.0000000;230.5245100;223.0059100;223.0059900;2
BTCUSD;D;20150418;000000;227.4900000;227.4900000;222.0007200;222.0247900;5
BTCUSD;D;20150419;000000;222.8738100;228.9999900;222.8738100;226.7885600;10
BTCUSD;D;20150420;000000;226.4352100;227.9998500;223.2621200;224.3875000;40
BTCUSD;D;20150421;000000;224.3229900;235.2305800;224.0475000;234.5542200;93
BTCUSD;D;20150422;000000;234.6400100;238.8918600;232.0925000;233.2700000;41
BTCUSD;D;20150423;000000;234.1351500;235.6875000;231.0000000;235.2082900;24
BTCUSD;D;20150424;000000;235.8800000;237.5814900;229.3100100;230.9625000;47
BTCUSD;D;20150425;000000;232.1420200;232.1420200;226.0348000;227.4900000;6
BTCUSD;D;20150426;000000;226.0000000;226.0000000;216.3420500;220.1475000;35
BTCUSD;D;20150427;000000;223.6264500;238.5582600;217.3385500;228.2600100;28
BTCUSD;D;20150428;000000;228.0000000;233.2515600;224.0000000;229.9452600;43
BTCUSD;D;20150429;000000;228.3098600;232.0020200;224.0000000;226.0000000;24
BTCUSD;D;20150430;000000;226.0090000;239.6540000;225.6850200;237.3075000;50
BTCUSD;D;20150501;000000;235.5148100;238.9710200;231.2100000;231.2625000;40
BTCUSD;D;20150502;000000;233.7889000;239.0898000;231.3862200;234.1450700;21
BTCUSD;D;20150503;000000;237.0297500;242.5025000;236.1780000;240.3601900;25
BTCUSD;D;20150504;000000;239.7291400;242.1050000;236.1880000;236.9150000;13
BTCUSD;D;20150505;000000;239.0172600;239.1110000;231.4225000;235.5925000;14
BTCUSD;D;20150506;000000;234.8759500;239.3499100;227.0010000;227.3550000;51
BTCUSD;D;20150507;000000;228.1400000;242.4446800;227.0000000;236.5724900;26
BTCUSD;D;20150508;000000;237.4849200;243.0000000;234.8010000;240.5105100;14
BTCUSD;D;20150509;000000;242.9979200;243.0000000;234.1310000;241.7440800;14
BTCUSD;D;20150510;000000;240.0010100;242.6214300;236.1300000;239.2400400;8
BTCUSD;D;20150511;000000;239.7440500;243.1450100;238.8025000;241.8550200;36
BTCUSD;D;20150512;000000;240.1926000;242.9899800;237.5510000;241.2225100;34
BTCUSD;D;20150513;000000;240.4988500;244.0000000;235.0801700;235.0901600;62
BTCUSD;D;20150514;000000;235.5501500;237.9900000;235.0000000;236.4700000;7
BTCUSD;D;20150515;000000;238.5093800;240.0500000;237.4895700;238.9758900;1
BTCUSD;D;20150516;000000;239.0977100;239.3867800;235.1446500;237.3475200;4
BTCUSD;D;20150517;000000;236.0000100;237.5701500;235.6000000;235.8575000;1
BTCUSD;D;20150518;000000;236.5933800;236.6200100;231.9050300;233.3299200;15
BTCUSD;D;20150519;000000;233.3198700;233.9099800;231.4336400;232.7849700;23
BTCUSD;D;20150520;000000;232.2983700;235.0581300;231.0977500;234.8035100;23
BTCUSD;D;20150521;000000;234.5493000;236.0875000;233.9739200;236.0875000;12
BTCUSD;D;20150522;000000;235.0550300;244.0000000;233.9125100;237.5900000;64
BTCUSD;D;20150523;000000;237.6514500;240.8373500;237.3901900;237.3901900;28
BTCUSD;D;20150524;000000;237.5312100;241.1324900;237.5311700;239.7700100;11
BTCUSD;D;20150525;000000;240.4346800;240.4346800;234.8325000;236.1899800;32
BTCUSD;D;20150526;000000;236.0437700;237.1124900;235.1700000;236.0174900;8
BTCUSD;D;20150527;000000;236.9999900;238.0000000;234.7666100;235.2999900;6
