<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTCUSD;D;20180422;000000;8939.7000000;9072.0000000;8760.5000000;8811.8000000;4050
BTCUSD;D;20180423;000000;8796.3000000;9032.1000000;8784.9000000;8954.1000000;4291
BTCUSD;D;20180424;000000;8959.0000000;9749.0000000;8947.0000000;9661.7000000;8904
BTCUSD;D;20180425;000000;9661.7000000;9750.0000000;8767.0000000;8855.7000000;14049
BTCUSD;D;20180426;000000;8857.0000000;9300.0000000;8555.0000000;9291.4000000;7803
BTCUSD;D;20180427;000000;9281.7000000;9381.9000000;8891.8000000;8917.8000000;6207
BTCUSD;D;20180428;000000;8917.8000000;9437.2000000;8865.0000000;9339.2000000;4802
BTCUSD;D;20180429;000000;9328.1000000;9538.0000000;9165.0000000;9411.2000000;3801
BTCUSD;D;20180430;000000;9407.4000000;9453.9000000;9110.7000000;9243.2000000;4135
BTCUSD;D;20180501;000000;9246.5000000;9246.5000000;8830.0000000;9081.3000000;5956
BTCUSD;D;20180502;000000;9074.3000000;9262.0000000;8979.0000000;9217.1000000;3877
BTCUSD;D;20180503;000000;9233.3000000;9799.9000000;9170.1000000;9735.9000000;5993
BTCUSD;D;20180504;000000;9731.1000000;9779.9000000;9511.0000000;9688.9000000;4244
BTCUSD;D;20180505;000000;9687.9000000;9962.0000000;9465.0000000;9795.0000000;4000
BTCUSD;D;20180506;000000;9794.9000000;9899.0000000;9364.0000000;9604.9000000;3174
BTCUSD;D;20180507;000000;9605.0000000;9626.8000000;9200.0000000;9360.6000000;3988
BTCUSD;D;20180508;000000;9359.6000000;9458.6000000;9050.0000000;9172.7000000;3184
BTCUSD;D;20180509;000000;9178.3000000;9464.1000000;8960.0000000;9305.4000000;4520
BTCUSD;D;20180510;000000;9302.0000000;9395.9000000;8990.5000000;9011.0000000;3114
BTCUSD;D;20180511;000000;9009.8000000;9009.8000000;8325.0000000;8407.8000000;6857
BTCUSD;D;20180512;000000;8411.0000000;8649.9000000;8223.2000000;8479.0000000;5044
BTCUSD;D;20180513;000000;8478.8000000;8749.6000000;8317.9000000;8698.2000000;3361
BTCUSD;D;20180514;000000;8698.2000000;8886.3000000;8286.3000000;8660.8000000;6018
BTCUSD;D;20180515;000000;8661.6000000;8862.0000000;8421.0000000;8462.8000000;3875
BTCUSD;D;20180516;000000;8473.1000000;8494.0000000;8077.3000000;8344.9000000;6333
BTCUSD;D;20180517;000000;8345.8000000;8500.0000000;7978.8000000;8064.0000000;4247
BTCUSD;D;20180518;000000;8064.0000000;8280.0000000;7932.5000000;8231.9000000;4061
BTCUSD;D;20180519;000000;8231.9000000;8394.0000000;8160.2000000;8233.8000000;2248
BTCUSD;D;20180520;000000;8229.9000000;8596.7000000;8147.9000000;8518.9000000;2638
BTCUSD;D;20180521;000000;8524.9000000;8596.5000000;8292.4000000;8390.8000000;2903
BTCUSD;D;20180522;000000;8390.8000000;8408.0000000;7938.4000000;7989.1000000;4214
BTCUSD;D;20180523;000000;7989.2000000;8038.2000000;7440.6000000;7500.3000000;7843
BTCUSD;D;20180524;000000;7503.0000000;7725.0000000;7255.0000000;7572.0000000;6483
BTCUSD;D;20180525;000000;7575.7000000;7650.0000000;7286.7000000;7466.0000000;4735
BTCUSD;D;20180526;000000;7466.3000000;7634.9000000;7215.0000000;7330.0000000;2485
BTCUSD;D;20180527;000000;7325.0000000;7388.0000000;7212.1000000;7325.9000000;2167
BTCUSD;D;20180528;000000;7325.9000000;7447.9000000;7070.5000000;7102.6000000;4174
BTCUSD;D;20180529;000000;7102.8000000;7530.3000000;7051.0000000;7462.6000000;4828
BTCUSD;D;20180530;000000;7462.8000000;7568.3000000;7260.0000000;7374.9000000;3761
BTCUSD;D;20180531;000000;7372.5000000;7599.3000000;7330.2000000;7485.6000000;3358
BTCUSD;D;20180601;000000;7490.9000000;7599.1000000;7350.0000000;7504.2000000;3045
BTCUSD;D;20180602;000000;7504.0000000;7693.6000000;7434.3000000;7636.1000000;2475
BTCUSD;D;20180603;000000;7630.2000000;7780.0000000;7589.4000000;7716.8000000;1954
BTCUSD;D;20180604;000000;7716.0000000;7759.1000000;7442.0000000;7495.5000000;3146
BTCUSD;D;20180605;000000;7495.4000000;7677.1000000;7350.0000000;7622.0000000;3452
BTCUSD;D;20180606;000000;7622.0000000;7695.0000000;7482.6000000;7659.8000000;2983
BTCUSD;D;20180607;000000;7650.4000000;7750.0000000;7630.0000000;7679.4000000;1975
BTCUSD;D;20180608;000000;7679.7000000;7700.0000000;7530.9000000;7611.9000000;2073
BTCUSD;D;20180609;000000;7611.9000000;7679.6000000;7455.1000000;7495.1000000;1277
BTCUSD;D;20180610;000000;7496.8000000;7496.8000000;6621.7000000;6767.9000000;7667
BTCUSD;D;20180611;000000;6768.2000000;6899.7000000;6629.0000000;6877.0000000;3812
BTCUSD;D;20180612;000000;6877.0000000;6885.6000000;6450.0000000;6547.2000000;4725
BTCUSD;D;20180613;000000;6543.5000000;6634.3000000;6122.1000000;6294.2000000;7130
BTCUSD;D;20180614;000000;6295.7000000;6734.8000000;6264.4000000;6640.7000000;7047
BTCUSD;D;20180615;000000;6636.3000000;6678.1000000;6355.1000000;6387.6000000;3928
BTCUSD;D;20180616;000000;6388.0000000;6550.0000000;6324.2000000;6481.4000000;2365
BTCUSD;D;20180617;000000;6480.8000000;6574.6000000;6425.0000000;6440.8000000;1638
BTCUSD;D;20180618;000000;6444.5000000;6800.0000000;6359.1000000;6706.6000000;3636
BTCUSD;D;20180619;000000;6710.4000000;6854.3000000;6658.6000000;6740.2000000;2759
BTCUSD;D;20180620;000000;6740.2000000;6814.0000000;6515.0000000;6755.4000000;3587
BTCUSD;D;20180621;000000;6756.7000000;6787.6000000;6679.0000000;6716.1000000;2106
BTCUSD;D;20180622;000000;6716.1000000;6725.3000000;5950.0000000;6055.5000000;8628
BTCUSD;D;20180623;000000;6054.0000000;6292.4000000;6034.7000000;6154.1000000;3565
BTCUSD;D;20180624;000000;6154.1000000;6275.0000000;5650.0000000;6150.1000000;9239
BTCUSD;D;20180625;000000;6150.0000000;6341.4000000;6066.0000000;6245.5000000;4188
BTCUSD;D;20180626;000000;6246.0000000;6278.8000000;6033.3000000;6081.3000000;3434
BTCUSD;D;20180627;000000;6072.4000000;6239.9000000;6000.0000000;6134.2000000;3991
BTCUSD;D;20180628;000000;6132.5000000;6161.1000000;5820.0000000;5858.6000000;3612
BTCUSD;D;20180629;000000;5853.4000000;6309.0000000;5787.7000000;6196.9000000;5132
BTCUSD;D;20180630;000000;6198.6000000;6525.0000000;6190.5000000;6387.9000000;3454
BTCUSD;D;20180701;000000;6387.0000000;6433.3000000;6254.3000000;6345.8000000;1940
BTCUSD;D;20180702;000000;6343.6000000;6678.7000000;6275.0000000;6617.7000000;3637
BTCUSD;D;20180703;000000;6618.7000000;6670.0000000;6467.6000000;6495.5000000;2755
BTCUSD;D;20180704;000000;6497.0000000;6790.0000000;6399.8000000;6584.2000000;3812
BTCUSD;D;20180705;000000;6587.0000000;6715.2000000;6450.0000000;6526.2000000;3317
BTCUSD;D;20180706;000000;6529.8000000;6639.2000000;6450.0000000;6595.4000000;2358
BTCUSD;D;20180707;000000;6599.9000000;6838.5000000;6503.2000000;6755.1000000;2229
BTCUSD;D;20180708;000000;6754.1000000;6777.1000000;6680.5000000;6704.7000000;1771
BTCUSD;D;20180709;000000;6704.8000000;6800.0000000;6610.0000000;6662.5000000;2210
BTCUSD;D;20180710;000000;6662.5000000;6684.2000000;6276.7000000;6304.6000000;4427
BTCUSD;D;20180711;000000;6304.6000000;6400.6000000;6279.0000000;6377.9000000;2466
BTCUSD;D;20180712;000000;6378.0000000;6378.0000000;6073.3000000;6242.5000000;4293
BTCUSD;D;20180713;000000;6248.2000000;6356.0000000;6126.1000000;6214.9000000;2993
BTCUSD;D;20180714;000000;6215.2000000;6329.5000000;6187.0000000;6250.4000000;1472
BTCUSD;D;20180715;000000;6252.8000000;6386.9000000;6234.5000000;6335.4000000;2273
BTCUSD;D;20180716;000000;6345.2000000;6750.0000000;6328.0000000;6727.0000000;5254
BTCUSD;D;20180717;000000;6727.0000000;7475.0000000;6667.1000000;7316.9000000;7190
BTCUSD;D;20180718;000000;7316.2000000;7599.0000000;7234.6000000;7367.4000000;6060
BTCUSD;D;20180719;000000;7379.9000000;7548.8000000;7280.8000000;7472.3000000;4114
BTCUSD;D;20180720;000000;7472.3000000;7670.5000000;7238.8000000;7320.0000000;5351
BTCUSD;D;20180721;000000;7320.0000000;7447.9000000;7200.3000000;7396.7000000;2409
BTCUSD;D;20180722;000000;7397.7000000;7581.9000000;7320.0000000;7401.1000000;2554
BTCUSD;D;20180723;000000;7401.1000000;7844.9000000;7375.8000000;7720.0000000;5419
BTCUSD;D;20180724;000000;7719.9000000;8491.1000000;7695.0000000;8401.8000000;8312
BTCUSD;D;20180725;000000;8395.4000000;8496.6000000;8062.1000000;8166.0000000;5751
BTCUSD;D;20180726;000000;8164.7000000;8315.0000000;7840.0000000;7925.0000000;5606
BTCUSD;D;20180727;000000;7925.1000000;8274.8000000;7800.5000000;8177.0000000;5530
BTCUSD;D;20180728;000000;8177.1000000;8250.0000000;8072.0000000;8230.8000000;1768
BTCUSD;D;20180729;000000;8225.3000000;8290.2000000;8125.0000000;8213.5000000;1714
BTCUSD;D;20180730;000000;8213.1000000;8274.9000000;7850.1000000;8170.0000000;4501
BTCUSD;D;20180731;000000;8169.9000000;8170.0000000;7634.8000000;7726.0000000;5452
BTCUSD;D;20180801;000000;7726.0000000;7757.7000000;7423.0000000;7604.1000000;4419
BTCUSD;D;20180802;000000;7605.3000000;7700.0000000;7455.7000000;7534.8000000;3842
BTCUSD;D;20180803;000000;7534.7000000;7534.7000000;7254.6000000;7415.0000000;5256
BTCUSD;D;20180804;000000;7410.1000000;7485.9000000;6927.0000000;7024.5000000;4986
BTCUSD;D;20180805;000000;7011.8000000;7088.4000000;6880.1000000;7026.9000000;3310
BTCUSD;D;20180806;000000;7026.9000000;7159.9000000;6833.0000000;6935.7000000;3152
BTCUSD;D;20180807;000000;6935.7000000;7149.0000000;6659.9000000;6717.8000000;6505
BTCUSD;D;20180808;000000;6714.9000000;6715.0000000;6120.0000000;6275.9000000;9468
BTCUSD;D;20180809;000000;6276.6000000;6630.5000000;6179.1000000;6536.0000000;5941
BTCUSD;D;20180810;000000;6533.4000000;6579.1000000;6010.0000000;6141.5000000;7527
BTCUSD;D;20180811;000000;6141.1000000;6491.1000000;5969.6000000;6231.8000000;7125
BTCUSD;D;20180812;000000;6233.2000000;6478.0000000;6158.5000000;6312.2000000;4542
BTCUSD;D;20180813;000000;6310.0000000;6544.7000000;6142.5000000;6250.0000000;5762
BTCUSD;D;20180814;000000;6250.0000000;6789.8000000;5890.0000000;6196.8000000;10247
BTCUSD;D;20180815;000000;6193.1000000;6649.0000000;6186.0000000;6269.5000000;8070
BTCUSD;D;20180816;000000;6269.5000000;6491.8000000;6213.0000000;6316.0000000;4760
BTCUSD;D;20180817;000000;6311.6000000;6596.7000000;6289.1000000;6589.2000000;3811
BTCUSD;D;20180818;000000;6589.7000000;6615.8000000;6301.6000000;6400.0000000;3129
BTCUSD;D;20180819;000000;6400.0000000;6546.9000000;6317.2000000;6475.1000000;1722
BTCUSD;D;20180820;000000;6477.9000000;6520.0000000;6224.0000000;6257.2000000;3787
BTCUSD;D;20180821;000000;6257.1000000;6500.0000000;6241.4000000;6475.5000000;3182
BTCUSD;D;20180822;000000;6474.5000000;6916.5000000;6210.0000000;6359.8000000;8207
BTCUSD;D;20180823;000000;6354.9000000;6578.2000000;6329.2000000;6527.2000000;3431
BTCUSD;D;20180824;000000;6527.6000000;6748.0000000;6451.1000000;6693.3000000;3113
BTCUSD;D;20180825;000000;6693.1000000;6795.0000000;6660.6000000;6732.3000000;2077
BTCUSD;D;20180826;000000;6730.8000000;6775.0000000;6560.4000000;6710.0000000;2027
BTCUSD;D;20180827;000000;6710.0000000;6949.8000000;6648.1000000;6909.0000000;3181
BTCUSD;D;20180828;000000;6906.2000000;7133.7000000;6860.0000000;7076.7000000;5197
BTCUSD;D;20180829;000000;7076.7000000;7120.0000000;6886.6000000;7022.7000000;2920
BTCUSD;D;20180830;000000;7025.4000000;7060.0000000;6776.9000000;6983.1000000;4731
BTCUSD;D;20180831;000000;6983.1000000;7085.9000000;6888.0000000;7015.8000000;3499
BTCUSD;D;20180901;000000;7014.8000000;7254.0000000;7014.7000000;7191.3000000;2913
BTCUSD;D;20180902;000000;7191.2000000;7331.1000000;7127.5000000;7294.7000000;3383
BTCUSD;D;20180903;000000;7294.5000000;7329.9000000;7183.5000000;7256.1000000;2218
BTCUSD;D;20180904;000000;7256.0000000;7405.9000000;7219.2000000;7359.3000000;2792
BTCUSD;D;20180905;000000;7358.8000000;7389.4000000;6638.8000000;6686.6000000;7620
BTCUSD;D;20180906;000000;6684.4000000;6702.3000000;6250.0000000;6494.8000000;9593
BTCUSD;D;20180907;000000;6494.8000000;6524.8000000;6318.8000000;6397.6000000;3235
BTCUSD;D;20180908;000000;6400.0000000;6457.7000000;6073.9000000;6183.2000000;3871
BTCUSD;D;20180909;000000;6183.2000000;6459.4000000;6137.6000000;6230.9000000;3637
BTCUSD;D;20180910;000000;6232.8000000;6371.3000000;6231.0000000;6304.5000000;3377
BTCUSD;D;20180911;000000;6301.2000000;6410.9000000;6162.4000000;6282.3000000;3535
BTCUSD;D;20180912;000000;6281.0000000;6366.4000000;6195.0000000;6319.5000000;2971
BTCUSD;D;20180913;000000;6325.1000000;6595.9000000;6325.1000000;6487.1000000;5151
BTCUSD;D;20180914;000000;6490.5000000;6599.8000000;6388.0000000;6482.9000000;4005
BTCUSD;D;20180915;000000;6482.3000000;6568.4000000;6465.2000000;6520.0000000;1289
BTCUSD;D;20180916;000000;6520.0000000;6520.1000000;6342.8000000;6497.9000000;1667
BTCUSD;D;20180917;000000;6501.7000000;6532.1000000;6202.2000000;6250.0000000;5044
BTCUSD;D;20180918;000000;6250.0000000;6384.9000000;6225.0000000;6330.5000000;3231
BTCUSD;D;20180919;000000;6330.7000000;6574.0000000;6102.6000000;6392.1000000;4790
BTCUSD;D;20180920;000000;6390.6000000;6547.2000000;6339.2000000;6491.2000000;3697
BTCUSD;D;20180921;000000;6491.2000000;6819.5000000;6480.0000000;6755.3000000;5724
BTCUSD;D;20180922;000000;6755.0000000;6836.4000000;6625.1000000;6717.0000000;3105
BTCUSD;D;20180923;000000;6705.3000000;6768.0000000;6660.1000000;6700.0000000;1383
BTCUSD;D;20180924;000000;6700.2000000;6719.9000000;6545.0000000;6579.2000000;3893
BTCUSD;D;20180925;000000;6579.2000000;6580.0000000;6318.5000000;6435.0000000;5070
BTCUSD;D;20180926;000000;6434.9000000;6540.7000000;6372.0000000;6453.5000000;3270
BTCUSD;D;20180927;000000;6452.0000000;6730.0000000;6430.9000000;6683.8000000;4769
BTCUSD;D;20180928;000000;6683.7000000;6796.2000000;6529.4000000;6622.3000000;4522
BTCUSD;D;20180929;000000;6622.2000000;6622.2000000;6450.1000000;6582.7000000;2152
BTCUSD;D;20180930;000000;6582.2000000;6641.0000000;6518.0000000;6604.1000000;1173
BTCUSD;D;20181001;000000;6603.8000000;6633.3000000;6490.2000000;6572.6000000;1864
BTCUSD;D;20181002;000000;6574.5000000;6597.0000000;6436.2000000;6500.0000000;3054
BTCUSD;D;20181003;000000;6497.7000000;6521.1000000;6397.6000000;6463.9000000;5144
BTCUSD;D;20181004;000000;6463.8000000;6598.9000000;6461.0000000;6547.4000000;2017
BTCUSD;D;20181005;000000;6557.0000000;6666.6000000;6494.1000000;6580.1000000;2486
BTCUSD;D;20181006;000000;6582.7000000;6599.0000000;6532.0000000;6550.0000000;857
BTCUSD;D;20181007;000000;6549.9000000;6584.2000000;6488.3000000;6570.5000000;1023
BTCUSD;D;20181008;000000;6567.9000000;6688.3000000;6545.0000000;6610.0000000;2499
BTCUSD;D;20181009;000000;6607.4000000;6618.5000000;6555.6000000;6585.1000000;1360
BTCUSD;D;20181010;000000;6585.6000000;6589.1000000;6441.8000000;6530.5000000;2486
BTCUSD;D;20181011;000000;6530.1000000;6530.1000000;6091.2000000;6150.1000000;7094
BTCUSD;D;20181012;000000;6151.9000000;6238.5000000;6110.0000000;6192.2000000;1674
BTCUSD;D;20181013;000000;6192.2000000;6219.1000000;6171.7000000;6197.9000000;923
BTCUSD;D;20181014;000000;6197.8000000;6289.9000000;6150.0000000;6181.8000000;1237
BTCUSD;D;20181015;000000;6181.9000000;6820.0000000;6151.0000000;6438.5000000;11355
BTCUSD;D;20181016;000000;6441.3000000;6490.0000000;6391.5000000;6460.4000000;3309
BTCUSD;D;20181017;000000;6460.3000000;6469.8000000;6411.9000000;6442.5000000;1684
BTCUSD;D;20181018;000000;6442.3000000;6487.9000000;6344.6000000;6395.4000000;1779
BTCUSD;D;20181019;000000;6395.2000000;6406.8000000;6352.5000000;6384.2000000;1147
BTCUSD;D;20181020;000000;6383.4000000;6429.7000000;6360.1000000;6412.3000000;779
BTCUSD;D;20181021;000000;6412.0000000;6457.8000000;6399.2000000;6410.0000000;943
BTCUSD;D;20181022;000000;6411.1000000;6428.7000000;6367.8000000;6409.6000000;1289
BTCUSD;D;20181023;000000;6408.7000000;6418.0000000;6356.2000000;6394.4000000;2066
BTCUSD;D;20181024;000000;6394.9000000;6466.0000000;6392.7000000;6413.9000000;1504
BTCUSD;D;20181025;000000;6414.0000000;6419.7000000;6356.0000000;6393.0000000;1482
BTCUSD;D;20181026;000000;6393.1000000;6450.0000000;6378.9000000;6409.3000000;1463
BTCUSD;D;20181027;000000;6409.2000000;6422.3000000;6385.0000000;6410.4000000;646
BTCUSD;D;20181028;000000;6410.3000000;6433.6000000;6388.0000000;6408.1000000;773
BTCUSD;D;20181029;000000;6408.1000000;6423.0000000;6201.0000000;6266.3000000;3557
BTCUSD;D;20181030;000000;6266.2000000;6299.4000000;6242.0000000;6275.0000000;4933
BTCUSD;D;20181031;000000;6275.1000000;6377.0000000;6205.0000000;6307.5000000;3034
BTCUSD;D;20181101;000000;6307.5000000;6367.7000000;6290.6000000;6339.9000000;1769
BTCUSD;D;20181102;000000;6341.7000000;6378.3000000;6318.2000000;6346.2000000;1765
BTCUSD;D;20181103;000000;6346.2000000;6347.6000000;6300.6000000;6331.4000000;683
BTCUSD;D;20181104;000000;6332.3000000;6471.6000000;6316.3000000;6419.9000000;1748
BTCUSD;D;20181105;000000;6419.9000000;6443.3000000;6370.2000000;6405.9000000;1247
BTCUSD;D;20181106;000000;6406.0000000;6455.2000000;6390.2000000;6451.3000000;2069
BTCUSD;D;20181107;000000;6450.3000000;6552.9000000;6448.6000000;6503.3000000;2678
BTCUSD;D;20181108;000000;6503.2000000;6515.7000000;6380.6000000;6408.8000000;2223
BTCUSD;D;20181109;000000;6408.9000000;6419.7000000;6310.0000000;6335.4000000;2193
BTCUSD;D;20181110;000000;6334.7000000;6375.0000000;6331.6000000;6349.0000000;699
BTCUSD;D;20181111;000000;6348.9000000;6364.5000000;6275.1000000;6358.2000000;757
BTCUSD;D;20181112;000000;6357.4000000;6385.0000000;6290.8000000;6327.3000000;2245
BTCUSD;D;20181113;000000;6327.3000000;6329.1000000;6250.0000000;6260.0000000;2535
BTCUSD;D;20181114;000000;6258.8000000;6300.0000000;5330.0000000;5600.9000000;15802
BTCUSD;D;20181115;000000;5600.9000000;5647.8000000;5206.1000000;5570.6000000;10784
BTCUSD;D;20181116;000000;5574.5000000;5610.0000000;5413.0000000;5514.4000000;4399
BTCUSD;D;20181117;000000;5516.9000000;5549.5000000;5457.2000000;5499.3000000;2195
BTCUSD;D;20181118;000000;5499.4000000;5698.0000000;5499.4000000;5560.9000000;1993
BTCUSD;D;20181119;000000;5561.0000000;5563.5000000;4700.0000000;4741.2000000;16743
BTCUSD;D;20181120;000000;4740.8000000;4891.9000000;4028.8000000;4361.4000000;24334
BTCUSD;D;20181121;000000;4361.4000000;4635.7000000;4240.9000000;4548.2000000;11088
BTCUSD;D;20181122;000000;4543.3000000;4589.9000000;4070.0000000;4262.6000000;6504
BTCUSD;D;20181123;000000;4269.4000000;4364.8000000;4089.4000000;4286.4000000;9319
BTCUSD;D;20181124;000000;4287.6000000;4373.2000000;3685.0000000;3780.0000000;10822
BTCUSD;D;20181125;000000;3775.0000000;4126.9000000;3456.0000000;3932.9000000;19693
BTCUSD;D;20181126;000000;3932.2000000;4067.8000000;3516.1000000;3727.1000000;18383
BTCUSD;D;20181127;000000;3727.5000000;3829.0000000;3561.6000000;3770.7000000;11635
BTCUSD;D;20181128;000000;3770.9000000;4397.6000000;3770.8000000;4219.8000000;16238
BTCUSD;D;20181129;000000;4219.8000000;4441.0000000;4066.0000000;4241.9000000;11169
BTCUSD;D;20181130;000000;4242.0000000;4300.0000000;3856.9000000;3969.4000000;14587
BTCUSD;D;20181201;000000;3969.4000000;4286.6000000;3905.7000000;4138.4000000;7217
BTCUSD;D;20181202;000000;4138.1000000;4262.9000000;4025.1000000;4101.9000000;5904
BTCUSD;D;20181203;000000;4101.9000000;4117.0000000;3732.6000000;3832.7000000;10836
BTCUSD;D;20181204;000000;3832.3000000;4059.3000000;3728.7000000;3904.7000000;9296
BTCUSD;D;20181205;000000;3904.7000000;3916.3000000;3653.0000000;3694.3000000;8825
BTCUSD;D;20181206;000000;3697.1000000;3851.1000000;3412.0000000;3435.5000000;18686
BTCUSD;D;20181207;000000;3432.6000000;3600.0000000;3208.0000000;3379.3000000;21255
BTCUSD;D;20181208;000000;3379.0000000;3498.9000000;3251.3000000;3396.9000000;9219
BTCUSD;D;20181209;000000;3395.1000000;3636.0000000;3359.9000000;3539.5000000;8559
BTCUSD;D;20181210;000000;3532.6000000;3596.0000000;3348.7000000;3408.0000000;8249
BTCUSD;D;20181211;000000;3410.4000000;3441.1000000;3294.5000000;3348.1000000;7039
BTCUSD;D;20181212;000000;3347.1000000;3489.4000000;3323.6000000;3435.2000000;7305
BTCUSD;D;20181213;000000;3433.1000000;3438.2000000;3217.7000000;3260.0000000;10913
BTCUSD;D;20181214;000000;3260.0000000;3308.6000000;3134.0000000;3194.9000000;11697
BTCUSD;D;20181215;000000;3192.9000000;3225.0000000;3120.0000000;3180.1000000;5328
BTCUSD;D;20181216;000000;3180.1000000;3265.0000000;3159.0000000;3189.7000000;4498
BTCUSD;D;20181217;000000;3193.2000000;3587.9000000;3184.0000000;3502.0000000;18346
BTCUSD;D;20181218;000000;3502.0000000;3690.9000000;3433.9000000;3669.1000000;11681
BTCUSD;D;20181219;000000;3668.6000000;3920.0000000;3645.6000000;3683.6000000;23739
BTCUSD;D;20181220;000000;3682.0000000;4178.0000000;3651.0000000;4074.4000000;21324
BTCUSD;D;20181221;000000;4074.5000000;4164.0000000;3769.2000000;3838.5000000;16055
BTCUSD;D;20181222;000000;3840.1000000;4022.6000000;3788.3000000;3981.3000000;9708
BTCUSD;D;20181223;000000;3979.8000000;4062.5000000;3910.0000000;3940.2000000;6944
BTCUSD;D;20181224;000000;3945.7000000;4239.9000000;3941.6000000;4033.6000000;14223
BTCUSD;D;20181225;000000;4033.7000000;4040.0000000;3671.5000000;3778.5000000;12403
BTCUSD;D;20181226;000000;3779.3000000;3860.0000000;3680.2000000;3808.2000000;8782
BTCUSD;D;20181227;000000;3809.2000000;3840.0000000;3565.9000000;3588.6000000;8147
BTCUSD;D;20181228;000000;3590.0000000;4028.6000000;3575.0000000;3890.5000000;10981
BTCUSD;D;20181229;000000;3890.1000000;3952.9000000;3645.0000000;3725.0000000;6073
BTCUSD;D;20181230;000000;3726.2000000;3871.6000000;3681.0000000;3832.4000000;5832
BTCUSD;D;20181231;000000;3829.9000000;3837.0000000;3621.6000000;3691.9000000;6298
BTCUSD;D;20190101;000000;3690.9000000;4499.3000000;3643.7000000;3820.1000000;5423
BTCUSD;D;20190102;000000;3825.0000000;3920.0000000;3767.2000000;3886.2000000;5737
BTCUSD;D;20190103;000000;3887.8000000;3895.5000000;3721.9000000;3786.5000000;5534
BTCUSD;D;20190104;000000;3785.3000000;3856.9000000;3728.8000000;3823.7000000;5079
BTCUSD;D;20190105;000000;3823.6000000;3874.7000000;3772.1000000;3796.6000000;3545
BTCUSD;D;20190106;000000;3795.2000000;4083.9000000;3760.4000000;4041.1000000;7954
BTCUSD;D;20190107;000000;4041.0000000;4078.9000000;3965.0000000;4005.3000000;5304
BTCUSD;D;20190108;000000;4003.7000000;4113.9000000;3935.0000000;3992.9000000;8107
BTCUSD;D;20190109;000000;3993.0000000;4039.8000000;3966.0000000;3999.9000000;5462
BTCUSD;D;20190110;000000;4002.2000000;4035.5000000;3550.0000000;3623.5000000;13262
BTCUSD;D;20190111;000000;3623.5000000;3694.9000000;3560.5000000;3635.1000000;9805
BTCUSD;D;20190112;000000;3635.1000000;3652.4000000;3562.7000000;3616.5000000;2886
BTCUSD;D;20190113;000000;3616.5000000;3644.8000000;3375.0000000;3512.6000000;5568
BTCUSD;D;20190114;000000;3514.9000000;3717.0000000;3506.9000000;3664.8000000;6917
BTCUSD;D;20190115;000000;3664.7000000;3685.5000000;3550.0000000;3587.0000000;6452
BTCUSD;D;20190116;000000;3586.1000000;3669.5000000;3573.4000000;3606.6000000;6584
BTCUSD;D;20190117;000000;3610.5000000;3660.0000000;3540.5000000;3644.0000000;6052
BTCUSD;D;20190118;000000;3641.2000000;3644.8000000;3576.0000000;3612.2000000;4152
BTCUSD;D;20190119;000000;3612.1000000;3950.0000000;3606.1000000;3683.0000000;4387
BTCUSD;D;20190120;000000;3683.0000000;3702.5000000;3468.7000000;3530.6000000;6015
BTCUSD;D;20190121;000000;3533.4000000;3565.0000000;3487.8000000;3533.4000000;3936
BTCUSD;D;20190122;000000;3533.4000000;3607.5000000;3440.0000000;3575.8000000;5851
BTCUSD;D;20190123;000000;3575.7000000;3613.2000000;3521.7000000;3556.1000000;5127
BTCUSD;D;20190124;000000;3556.1000000;3591.7000000;3531.3000000;3571.3000000;3395
BTCUSD;D;20190125;000000;3571.2000000;3577.4000000;3511.6000000;3560.1000000;3628
BTCUSD;D;20190126;000000;3560.1000000;3673.0000000;3535.6000000;3556.2000000;3157
BTCUSD;D;20190127;000000;3555.8000000;3562.2000000;3470.8000000;3533.4000000;2450
BTCUSD;D;20190128;000000;3533.5000000;3537.0000000;3373.8000000;3431.0000000;7958
BTCUSD;D;20190129;000000;3431.0000000;3440.0000000;3343.3000000;3395.0000000;6117
BTCUSD;D;20190130;000000;3393.4000000;3465.1000000;3371.3000000;3435.4000000;4910
BTCUSD;D;20190131;000000;3435.1000000;3478.1000000;3395.2000000;3409.6000000;5210
BTCUSD;D;20190201;000000;3409.6000000;3460.0000000;3373.1000000;3437.2000000;5790
BTCUSD;D;20190202;000000;3436.6000000;3494.1000000;3414.0000000;3466.0000000;2429
BTCUSD;D;20190203;000000;3467.7000000;3473.0000000;3388.6000000;3415.2000000;2316
BTCUSD;D;20190204;000000;3416.9000000;3437.8000000;3396.9000000;3413.9000000;2828
BTCUSD;D;20190205;000000;3411.0000000;3433.8000000;3397.8000000;3429.5000000;2734
BTCUSD;D;20190206;000000;3429.5000000;3445.0000000;3337.0000000;3367.4000000;4941
BTCUSD;D;20190207;000000;3367.2000000;3382.4000000;3348.1000000;3360.3000000;3197
BTCUSD;D;20190208;000000;3359.5000000;3704.9000000;3341.4000000;3622.0000000;10258
BTCUSD;D;20190209;000000;3622.1000000;3744.2000000;3589.6000000;3625.7000000;3623
BTCUSD;D;20190210;000000;3625.7000000;3657.1000000;3578.2000000;3647.1000000;2513
BTCUSD;D;20190211;000000;3647.3000000;3650.7000000;3577.7000000;3591.7000000;3610
